college,price
Eastern New Mexico University-Roswell Campus,6543.00
Urban College of Boston,6541.00
Orange Coast College,6540.00
Maysville Community and Technical College,6539.00
Yeshiva of Nitra Rabbinical College,6535.00
Nicholls State University,6532.00
Aiken Technical College,6525.00
College of the Redwoods,6516.00
Everett Community College,6514.00
Eastern New Mexico University-Ruidoso Campus,6509.00
CUNY College of Staten Island,6507.00
Automeca Technical College-Aguadilla,6506.00
California State University-Stanislaus,6504.00
North Georgia Technical College,6486.00
Oklahoma State University-Oklahoma City,6481.00
Texarkana College,6481.00
University of Arkansas-Fort Smith,6473.00
Lakeland Community College,6473.00
Gateway Community College,6472.00
Columbus Technical College,6468.00
California State University-Long Beach,6455.00
River Parishes Community College,6453.00
South Piedmont Community College,6453.00
University of Puerto Rico-Utuado,6451.00
Canada College,6447.00
Carteret Community College,6438.00
Clear Creek Baptist Bible College,6433.00
Blue Ridge Community College,6427.00
Hopkinsville Community College,6418.00
Volunteer State Community College,6417.00
Washington County Community College,6417.00
North Central Missouri College,6411.00
North Country Community College,6411.00
University of Puerto Rico-Mayaguez,6406.00
Winston-Salem State University,6390.00
College of San Mateo,6385.00
Oconee Fall Line Technical College,6374.00
Chattahoochee Technical College,6365.00
The University of Texas of the Permian Basin,6356.00
Fort Peck Community College,6356.00
Wilson Community College,6348.00
College of Coastal Georgia,6338.00
Lake Tahoe Community College,6334.00
Community College of Vermont,6331.00
Nebraska Indian Community College,6321.00
Elizabethtown Community and Technical College,6319.00
College of the Albemarle,6316.00
Allan Hancock College,6310.00
Northern Essex Community College,6310.00
Walla Walla Community College,6304.00
City Colleges of Chicago-Harry S Truman College,6298.00
CUNY Bronx Community College,6288.00
Edgecombe Community College,6288.00
Thomas Nelson Community College,6288.00
Tulsa Community College,6288.00
Woodland Community College,6284.00
Ozarks Technical Community College,6275.00
Columbia State Community College,6264.00
San Juan College,6263.00
Southern Union State Community College,6262.00
Temple College,6253.00
Big Bend Community College,6252.00
Blackhawk Technical College,6252.00
University of Sacred Heart,6251.00
Yeshivath Viznitz,6250.00
College of Southern Nevada,6246.00
Washington State Community College,6246.00
George C Wallace State Community College-Hanceville,6245.00
Ashland Community and Technical College,6244.00
Horry-Georgetown Technical College,6236.00
California State University-San Bernardino,6231.00
John Dewey College,6225.00
Hagerstown Community College,6220.00
Mineral Area College,6220.00
Cedar Valley College,6211.00
John Dewey College_Fajardo Branch,6211.00
Somerset Community College,6210.00
Yakima Valley Community College,6205.00
Southwest Virginia Community College,6198.00
Brunswick Community College,6196.00
Northwestern Oklahoma State University,6192.00
Bellevue College,6188.00
Frank Phillips College,6187.00
East Georgia College,6170.00
South Central Louisiana Technical College-Young Memorial Campus,6165.00
Southeastern Illinois College,6160.00
Allegheny Wesleyan College,6157.00
Good Samaritan Hospital School of Radiologic Technology,6149.00
North Carolina A & T State University,6147.00
Oregon Coast Community College,6137.00
Lord Fairfax Community College,6136.00
Beulah Heights University,6135.00
San Jacinto Community College,6131.00
Southern Crescent Technical College,6126.00
Southeast Community College Area,6123.00
Farmingdale State College,6122.00
Illinois Valley Community College,6122.00
University of Connecticut-Avery Point,6120.00
Renton Technical College,6120.00
Northwestern Connecticut Community College,6114.00
Inter American University of Puerto Rico-Bayamon,6113.00
Tunxis Community College,6112.00
Centralia College,6109.00
Southern State Community College,6107.00
Casper College,6099.00
Northampton County Area Community College,6094.00
University of Puerto Rico-Cayey,6090.00
Baltimore City Community College,6075.00
Randolph Community College,6075.00
Norco College,6070.00
Central Community College,6061.00
Heartland Community College,6054.00
Northeastern State University,6048.00
Wenatchee Valley College,6048.00
Atlanta Technical College,6044.00
Northeast Community College,6043.00
Southeastern Community College,6043.00
Florida State College at Jacksonville,6038.00
John Dewey College,6037.00
Bay de Noc Community College,6034.00
Institucion Chaviano de Mayaguez,6034.00
Delgado Community College,6033.00
Kishwaukee College,6028.00
Three Rivers Community College,6028.00
Rabbinical College Bobover Yeshiva Bnei Zion,6026.00
Clark State Community College,6026.00
Suffolk County Community College,6011.00
College of Southern Idaho,5993.00
Allen County Community College,5990.00
Simmons Institute of Funeral Service Inc,5985.00
Clarendon College,5984.00
Future-Tech Institute,5984.00
Inter American University of Puerto Rico-Fajardo,5974.00
University of Puerto Rico-Arecibo,5968.00
Rio Hondo College,5968.00
Polk State College,5967.00
CUNY Borough of Manhattan Community College,5960.00
West Kentucky Community and Technical College,5960.00
CUNY LaGuardia Community College,5958.00
Missouri School of Barbering & Hairstyling-St. Louis,5950.00
Paul D Camp Community College,5949.00
Southwestern College,5949.00
Brookdale Community College,5945.00
The Community College of Baltimore County,5941.00
University of Connecticut-Tri-Campus,5932.00
Clinton Community College,5932.00
Nassau Community College,5930.00
Inter American University of Puerto Rico-San German,5913.00
Automeca Technical College-Bayamon,5909.00
Columbia College,5903.00
Middle Georgia College,5902.00
John Dewey College,5898.00
Saginaw Chippewa Tribal College,5897.00
Joliet Junior College,5879.00
Los Angeles City College,5879.00
Black Hawk College,5870.00
Whatcom Community College,5867.00
CUNY Medgar Evers College,5865.00
Yuba College,5858.00
Bates Technical College,5849.00
St Philip's College,5841.00
Western Nebraska Community College,5840.00
Georgia Military College-Milledgeville Campus,5833.00
Oklahoma Panhandle State University,5830.00
Ranger College,5830.00
CUNY City College,5825.00
Orange County Community College,5824.00
Danville Community College,5809.00
California State University-Fresno,5805.00
Waycross College,5799.00
Trinity Valley Community College,5793.00
Grays Harbor College,5791.00
Clark College,5786.00
Gavilan College,5784.00
East Central College,5783.00
Northshore Technical Community College,5780.00
CUNY Bernard M Baruch College,5778.00
California State University-Bakersfield,5777.00
CUNY Queensborough Community College,5777.00
Piedmont Virginia Community College,5777.00
College of the Canyons,5776.00
Mississippi Gulf Coast Community College,5776.00
Seattle Community College-South Campus,5773.00
Technical College of the Lowcountry,5771.00
Weatherford College,5754.00
McLennan Community College,5752.00
Lower Columbia College,5750.00
Genesee Community College,5746.00
Southeastern Community College,5744.00
Harper College,5739.00
Lewis and Clark Community College,5739.00
Southwestern Community College,5739.00
Southwestern Illinois College,5739.00
Mid-Plains Community College,5737.00
Butler Community College,5735.00
Asnuntuck Community College,5731.00
Automeca Technical College-Ponce,5722.00
EDIC College,5715.00
Midlands Technical College,5712.00
University of New Mexico-Valencia County Campus,5712.00
Bergen Community College,5708.00
Tohono O'Odham Community College,5701.00
Cleveland State Community College,5697.00
South Puget Sound Community College,5696.00
Los Angeles Southwest College,5690.00
Holmes Community College,5686.00
Athens Technical College,5685.00
Moberly Area Community College,5679.00
Mech-Tech College LLC,5672.00
Big Sandy Community and Technical College,5669.00
Universal Career Community College Inc,5665.00
Jefferson College,5660.00
Community College of Beaver County,5643.00
Piedmont Community College,5639.00
Las Positas College,5627.00
Florida Gateway College,5623.00
University of Puerto Rico-Carolina,5622.00
Hazard Community and Technical College,5620.00
Richland Community College,5620.00
The University of Texas at Brownsville,5617.00
Guam Community College,5600.00
Montgomery College,5571.00
J Sargeant Reynolds Community College,5567.00
Virginia Western Community College,5560.00
Columbia Centro Universitario-Yauco,5545.00
Fox Valley Technical College,5542.00
Madisonville Community College,5542.00
St Clair County Community College,5542.00
Erie Business Center-New Castle,5542.00
Atenas College,5538.00
CUNY Kingsborough Community College,5537.00
Brevard Community College,5535.00
College of DuPage,5535.00
Cloud County Community College,5532.00
Puerto Rico Conservatory of Music,5526.00
Automeca Technical College-Caguas,5523.00
Oklahoma State University Institute of Technology-Okmulgee,5522.00
Community College of Rhode Island,5512.00
Vance-Granville Community College,5507.00
Miles Community College,5499.00
University of Puerto Rico-Humacao,5494.00
Kentucky Mountain Bible College,5490.00
Pasadena City College,5489.00
Seward County Community College and Area Technical School,5485.00
Mott Community College,5483.00
Monroe Community College,5480.00
Cisco College,5477.00
University of Science and Arts of Oklahoma,5466.00
Bais Medrash Toras Chesed,5463.00
Nashville State Community College,5462.00
Spokane Falls Community College,5457.00
Charlotte Technical Center,5450.00
East Central Community College,5447.00
CUNY Queens College,5446.00
Augusta Technical College,5437.00
Lawson State Community College-Birmingham Campus,5434.00
Virginia Highlands Community College,5428.00
University of New Mexico-Gallup Campus,5427.00
Catawba Valley Community College,5425.00
Acadiana Technical College-Lafayette Campus,5424.00
Garrett College,5417.00
Luzerne County Community College,5415.00
CUNY Hostos Community College,5411.00
Washtenaw Community College,5402.00
Western Wyoming Community College,5396.00
Jones County Junior College,5394.00
CUNY New York City College of Technology,5379.00
Midland College,5375.00
Beth Hamedrash Shaarei Yosher Institute,5375.00
Cascadia Community College,5374.00
Lansing Community College,5368.00
Peninsula College,5364.00
Danville Area Community College,5362.00
Rockingham Community College,5353.00
Saint Johns River State College,5352.00
Glen Oaks Community College,5347.00
New River Community and Technical College,5347.00
Kirtland Community College,5341.00
Santiago Canyon College,5340.00
Pensacola State College,5336.00
Cayuga County Community College,5334.00
Gloucester County College,5320.00
Richmond Community College,5319.00
University of Arkansas Community College-Morrilton,5318.00
Grayson County College,5316.00
Southeastern Baptist College,5313.00
Montgomery Community College,5306.00
Institute of Design and Construction,5303.00
Luna Community College,5302.00
Lake Washington Institute of Technology,5298.00
Southeast Kentucky Community and Technical College,5298.00
Quinebaug Valley Community College,5294.00
Patrick Henry Community College,5293.00
Gulf Coast State College,5281.00
Universidad Pentecostal Mizpa,5278.00
Selma University,5260.00
Tri-County Community College,5258.00
Northern Oklahoma College,5247.00
Trident Technical College,5247.00
Butler County Community College,5241.00
John C Calhoun State Community College,5239.00
Central Texas College,5237.00
State Fair Community College,5235.00
University of Louisiana at Lafayette,5233.00
South Florida Community College,5224.00
Louisiana State University Eunice,5218.00
Santa Ana College,5217.00
Trinity Health System School of Nursing,5216.00
Texas State Technical College Waco,5211.00
Community College of Allegheny County,5197.00
Gadsden State Community College,5197.00
Moraine Valley Community College,5196.00
County College of Morris,5195.00
University of Puerto Rico-Rio Piedras,5182.00
Northeastern Oklahoma A&M College,5178.00
CUNY Brooklyn College,5176.00
Tyler Junior College,5173.00
Community College of Philadelphia,5165.00
Little Priest Tribal College,5144.00
CUNY York College,5140.00
Eastern Oklahoma State College,5140.00
Wayne County Community College District,5135.00
Angelina College,5126.00
Long Beach City College,5124.00
Fresno City College,5122.00
Northwest Shoals Community College-Muscle Shoals,5115.00
Franklin Career College,5106.00
W L Bonner College,5096.00
Western Iowa Tech Community College,5085.00
MiraCosta College,5083.00
Brazosport College,5068.00
Parkland College,5064.00
Lee College,5063.00
Mercer County Community College,5061.00
North Central State College,5050.00
John Tyler Community College,5047.00
Northern New Mexico College,5046.00
Bay Mills Community College,5044.00
University of Hawaii-West Oahu,5031.00
North Lake College,5002.00
Yeshiva Karlin Stolin,4996.00
Reedley College,4996.00
New River Community College,4995.00
Georgia Highlands College,4989.00
Salina Area Technical College,4988.00
Tacoma Community College,4980.00
Labette Community College,4972.00
De Anza College,4969.00
Hillsborough Community College,4966.00
North Central Texas College,4965.00
Laramie County Community College,4952.00
Fort Scott Community College,4951.00
Cossatot Community College of the University of Arkansas,4943.00
Northwest College,4943.00
Macon State College,4934.00
Collin County Community College District,4928.00
Crowder College,4923.00
Atlantic University College,4920.00
Altamaha Technical College,4904.00
Olympic College,4882.00
H Councill Trenholm State Technical College,4878.00
Waubonsee Community College,4874.00
Clover Park Technical College,4869.00
Naugatuck Valley Community College,4859.00
Bayamon Central University,4857.00
Northwest Vista College,4851.00
Columbus State Community College,4849.00
Immokalee Technical Center,4844.00
Oakton Community College,4838.00
Lanier Technical College,4834.00
Darton College,4827.00
Redlands Community College,4822.00
College of the Ouachitas,4819.00
Georgia Perimeter College,4819.00
Centro de Estudios Multidisciplinarios-San Juan,4814.00
Cuyahoga Community College District,4812.00
Eastfield College,4801.00
Howard College,4800.00
Southwest Mississippi Community College,4797.00
Huertas Junior College,4790.00
United Tribes Technical College,4788.00
Adirondack Community College,4785.00
Coastline Community College,4783.00
Independence Community College,4777.00
Ogeechee Technical College,4776.00
Cecil College,4772.00
West Hills College Lemoore,4769.00
Divine Word College,4762.00
Middlesex County College,4756.00
South Plains College,4746.00
Kellogg Community College,4724.00
Lurleen B Wallace Community College,4700.00
City Colleges of Chicago-Richard J Daley College,4698.00
Arkansas State University-Beebe,4694.00
Eastern Shore Community College,4692.00
North Arkansas College,4689.00
Dabney S Lancaster Community College,4673.00
College of Lake County,4668.00
Century College,4665.00
Pasco-Hernando Community College,4660.00
San Antonio College,4658.00
Central Virginia Community College,4647.00
Southwestern Christian College,4641.00
Western Piedmont Community College,4635.00
Salem Community College,4625.00
Escuela de Artes Plasticas de Puerto Rico,4623.00
Brookhaven College,4618.00
Lenoir Community College,4618.00
Central Arizona College,4617.00
West Georgia Technical College,4605.00
Highland Community College,4604.00
Yavapai College,4597.00
Carroll Community College,4576.00
Corning Community College,4556.00
Jefferson Community College,4555.00
New Mexico Military Institute,4548.00
Spartanburg Community College,4538.00
Illinois Central College,4537.00
Skyline College,4521.00
Lone Star College System,4508.00
Walters State Community College,4508.00
Delaware Technical Community College-Owens,4497.00
Mt. San Antonio College,4477.00
Kauai Community College,4458.00
Bristol Community College,4453.00
Curtis Institute of Music,4449.00
El Centro College,4440.00
Nash Community College,4427.00
Alaska Christian College,4419.00
Delaware Technical Community College-Terry,4414.00
Florence-Darlington Technical College,4406.00
Vernon College,4397.00
Lake Land College,4391.00
Cabell County Career Technology Center,4386.00
Mississippi Delta Community College,4384.00
Delaware Technical Community College-Stanton/Wilmington,4377.00
Del Mar College,4373.00
Glendale Community College,4358.00
Cypress College,4351.00
Georgia Northwestern Technical College,4348.00
Seattle Community College-North Campus,4347.00
Tarrant County College District,4339.00
Rock Valley College,4336.00
Paris Junior College,4329.00
Forsyth Technical Community College,4328.00
Mountain View College,4317.00
City College of San Francisco,4314.00
Laurel Business Institute,4314.00
Frederick Community College,4312.00
South Louisiana Community College,4303.00
California State University-Fullerton,4294.00
Tidewater Community College,4293.00
Chipola College,4288.00
Durham Technical Community College,4283.00
Columbia-Greene Community College,4268.00
North Florida Community College,4257.00
Macomb Community College,4240.00
CUNY John Jay College of Criminal Justice,4237.00
City Colleges of Chicago-Harold Washington College,4231.00
Schenectady County Community College,4227.00
Charlie's Guard-Detective Bureau and Academy Inc,4224.00
Pitt Community College,4205.00
Northeast Texas Community College,4199.00
Nunez Community College,4180.00
Crowleys Ridge Technical Institute,4179.00
James H Faulkner State Community College,4178.00
Delta College,4174.00
Turtle Mountain Community College,4165.00
Columbia Centro Universitario-Caguas,4163.00
Bethel College,4162.00
West Hills College Coalinga,4153.00
Kalamazoo Valley Community College,4137.00
Enterprise State Community College,4131.00
Richland College,4127.00
Schoolcraft College,4126.00
Tallahassee Community College,4125.00
Okefenokee Technical College,4117.00
East Mississippi Community College,4113.00
Coastal Bend College,4105.00
Lehigh Carbon Community College,4105.00
Bladen Community College,4103.00
Lac Courte Oreilles Ojibwa Community College,4101.00
Arkansas State University-Newport,4093.00
City Colleges of Chicago-Wilbur Wright College,4092.00
Ulster County Community College,4091.00
Wayne Community College,4085.00
Oglala Lakota College,4078.00
Kapiolani Community College,4076.00
Laredo Community College,4067.00
Prince George's Community College,4065.00
John Dewey College-University Division,4056.00
Yeshiva D'monsey Rabbinical College,4050.00
Halifax Community College,4045.00
Triton College,4024.00
Fullerton College,4009.00
Prairie State College,4004.00
Jacksonville College-Main Campus,3992.00
Harford Community College,3979.00
Kaskaskia College,3978.00
Savannah Technical College,3975.00
Centro de Estudios Multidisciplinarios-Humacao,3968.00
Central Wyoming College,3960.00
Mountain Empire Community College,3952.00
Southwest Collegiate Institute for the Deaf,3941.00
Muskegon Community College,3909.00
Jackson Community College,3899.00
Instituto Tecnologico de Puerto Rico-Recinto de Ponce,3877.00
Mirrer Yeshiva Cent Institute,3853.00
Niagara County Community College,3836.00
Porterville College,3833.00
Middlesex Community College,3820.00
Cochise College,3805.00
Snead State Community College,3791.00
Honolulu Community College,3787.00
Southwest Georgia Technical College,3781.00
Dutchess Community College,3780.00
South Suburban College,3777.00
Dalton State College,3776.00
Clackamas Community College,3765.00
Spokane Community College,3756.00
Cuyamaca College,3753.00
Broome Community College,3751.00
South Georgia Technical College,3693.00
Amarillo College,3691.00
Coffeyville Community College,3678.00
Fayetteville State University,3673.00
CUNY Lehman College,3671.00
Highland Community College,3669.00
College of Micronesia-FSM,3649.00
Pontifical Catholic University of Puerto Rico,3602.00
Palo Alto College,3596.00
Seattle Community College-Central Campus,3582.00
Liceo de Arte-Dise-O y Comercio,3582.00
Eastern West Virginia Community and Technical College,3549.00
St Charles Community College,3545.00
East San Gabriel Valley Regional Occupational Program,3543.00
Galveston College,3538.00
Southwest Tennessee Community College,3531.00
Raritan Valley Community College,3530.00
Oakland Community College,3518.00
Bakersfield College,3516.00
US Grant Joint Vocational School,3500.00
Pontifical Catholic University of Puerto Rico-Mayaguez,3493.00
Morton College,3492.00
Alabama Southern Community College,3476.00
Mid Michigan Community College,3471.00
Caribbean University-Carolina,3448.00
Middlesex Community College,3423.00
Carl Sandburg College,3419.00
Cerritos College,3415.00
West Virginia Northern Community College,3414.00
Bayamon Community College,3404.00
Henry Ford Community College,3402.00
Southwest Texas Junior College,3379.00
Merced College,3361.00
Copiah-Lincoln Community College,3353.00
Erie Community College,3342.00
McHenry County College,3335.00
Clinton Junior College,3323.00
Lorain County Community College,3321.00
Bishop State Community College,3291.00
Lake-Sumter Community College,3290.00
Instituto Tecnologico de Puerto Rico- Recinto de Manati,3277.00
Baptist Missionary Association Theological Seminary,3276.00
Trinity College of Puerto Rico,3255.00
Garden City Community College,3254.00
Citrus College,3253.00
John A Logan College,3252.00
Odessa College,3250.00
College of the Marshall Islands,3248.00
El Paso Community College,3239.00
California State University-Los Angeles,3230.00
Wiregrass Georgia Technical College,3214.00
Haskell Indian Nations University,3170.00
College of the Sequoias,3165.00
Central Alabama Community College,3158.00
Bainbridge College,3155.00
Pontifical Catholic University of Puerto Rico-Arecibo,3133.00
Eastern Gateway Community College,3121.00
Santa Monica College,3087.00
Kilgore College,3083.00
Pamlico Community College,3072.00
Northern Marianas College,3041.00
Industrial Technical College,3038.00
Caribbean University-Vega Baja,3028.00
Housatonic Community College,2989.00
Grand Rapids Community College,2981.00
Monroe County Community College,2973.00
Pima Community College,2971.00
Keweenaw Bay Ojibwa Community College,2963.00
South Texas Training Center,2953.00
Essex County College,2949.00
Northwest Mississippi Community College,2943.00
Rich Mountain Community College,2942.00
United Technical Center,2927.00
Thaddeus Stevens College of Technology,2883.00
Universidad Teologica del Caribe,2878.00
Platt Technical High School,2867.00
Wilkes Community College,2838.00
Grossmont College,2837.00
Jefferson Davis Community College,2832.00
Wharton County Junior College,2813.00
Carl Albert State College,2803.00
Three Rivers Community College,2787.00
Palm Beach State College,2746.00
Colorado Mountain College,2740.00
James Sprunt Community College,2732.00
Leeward Community College,2662.00
Saint John's Seminary,2650.00
George C Wallace State Community College-Dothan,2552.00
The University of Texas at El Paso,2543.00
California State University-Dominguez Hills,2520.00
Imperial Valley College,2508.00
Caribbean University-Ponce,2481.00
Westmoreland County Community College,2443.00
East Arkansas Community College,2408.00
New Mexico State University-Carlsbad,2397.00
New Mexico State University-Dona Ana,2344.00
Kehilath Yakov Rabbinical Seminary,2328.00
Navajo Technical College,2314.00
Lamar State College-Orange,2295.00
Texas A & M International University,2279.00
Sinclair Community College,2256.00
Hobe Sound Bible College,2250.00
Northwest Technical School,2243.00
Southeastern Technical College,2225.00
Seattle Vocational Institute,2224.00
Alpena Community College,2162.00
Illinois Eastern Community Colleges-Wabash Valley College,2107.00
Bridgemont Community and Technical College,2081.00
Colegio Universitario de San Juan,2060.00
Bais Medrash Elyon,2025.00
New Mexico State University-Alamogordo,1963.00
Texas A & M University-Texarkana,1923.00
J F Drake State Technical College,1921.00
New Mexico State University-Grants,1910.00
Reid State Technical College,1901.00
West Shore Community College,1819.00
Caribbean University-Bayamon,1798.00
New Age Training,1781.00
Sitting Bull College,1694.00
Martin Community College,1653.00
Radford M Locklin Technical Center,1606.00
Pearl River Community College,1534.00
Central Georgia Technical College,1531.00
Northeast Alabama Community College,1474.00
Metropolitan Community College-Blue River,1460.00
Pennsylvania Highlands Community College,1457.00
Indian River State College,1440.00
Illinois Eastern Community Colleges-Lincoln Trail College,1367.00
Metropolitan Community College-Maple Woods,1275.00
Roanoke-Chowan Community College,1206.00
Wytheville Community College,1079.00
Palau Community College,1031.00
Illinois Eastern Community Colleges-Frontier Community Coll,1020.00
Metropolitan Community College-Penn Valley,1011.00
Illinois Eastern Community Colleges-Olney Central College,985.00
North Central Michigan College,976.00
Rowan-Cabarrus Community College,976.00
Fortis College-Largo,946.00
Southern West Virginia Community and Technical College,926.00
Elizabeth City State University,909.00
Instituto Tecnologico de Puerto Rico-Recinto de Guayama,811.00
George T Baker Aviation School,790.00
Metropolitan Community College-Longview,748.00
Coahoma Community College,661.00
University of Puerto Rico-Aguadilla,487.00
Chief Dull Knife College,432.00
Lake Career and Technical Center,369.00
University of Puerto Rico-Bayamon,220.00
Columbiana County Career and Technical Center,150.00
Middle Georgia Technical College,142.00
